INDICATOR,GEO_PICT,TIME_PERIOD,OBS_VALUE,OBS_VALUE_WINS
SI_POV_NAHC,VU,2019,2.2,2.2
SL_TLF_UEM,FM,2013,30.5,30.5
SI_POV_NAHC,KI,2019,17.9,17.9
SI_POV_DAY1,KI,2006,13.2,13.2
SI_POV_DAY1,KI,2019,0,0
SI_POV_NAHC,MH,2019,7.7,7.7
SL_TLF_UEM,TO,2003,5.18,5.18
SL_TLF_UEM,TO,2006,1.09,1.09
SL_TLF_UEM,TO,2017,4.8,4.8
SL_TLF_UEM,TO,2018,2.25,2.25
SL_TLF_UEM,TO,2021,2.11,2.11
SI_POV_DAY1,PG,2009,45,45
SL_TLF_UEM,NC,2014,11.68,11.68
SL_TLF_UEM,NC,2017,9.63,9.63
SL_TLF_UEM,NC,2018,7.89,7.89
SL_TLF_UEM,NC,2019,8.56,8.56
SL_TLF_UEM,NC,2020,8.05,8.05
SL_TLF_UEM,NC,2022,7.93,7.93
SL_EMP_EARN,WS,2012,27.15,27.15
SL_EMP_EARN,WS,2017,14.91,14.91
SL_EMP_EARN,WS,2022,20.05,20.05
SL_TLF_NEET,TV,2016,45.78,45.78
SL_TLF_NEET,TV,2017,44.85,44.85
SL_TLF_NEET,TV,2022,35.54,35.54
SI_POV_NAHC,PW,2013,26.5,26.5
EG_ACS_ELEC,NC,2016,100,100
EG_ACS_ELEC,NC,2017,100,100
EG_ACS_ELEC,NC,2018,100,100
EG_ACS_ELEC,NC,2019,100,100
EG_ACS_ELEC,NC,2020,100,100
SL_TLF_UEM,PW,2013,0,0
SL_TLF_NEET,VU,2009,20.1,20.1
SL_TLF_NEET,VU,2019,40.2,40.2
SL_TLF_UEM,PW,2005,3.7,3.7
SL_TLF_UEM,PW,2020,0.58,0.58
SI_POV_NAHC,VU,2019,14.1,14.1
SL_TLF_UEM,KI,2019,0,0
SI_POV_DAY1,MH,2019,1,1
SL_TLF_MANF,TO,2016,24.9,24.9
SL_EMP_EARN,MH,2019,5.17,5.17
SL_TLF_UEM,KI,2015,7.54,7.54
SL_TLF_UEM,KI,2019,11.4,11.4
SL_TLF_UEM,KI,2020,6.59,6.59
GC_GOB_TAXD,KI,2010,27.17,27.17
GC_GOB_TAXD,KI,2011,25.62,25.62
GC_GOB_TAXD,KI,2012,25.49,25.49
GC_GOB_TAXD,KI,2013,25.91,25.91
GC_GOB_TAXD,KI,2014,27.23,27.23
GC_GOB_TAXD,KI,2015,31.57,31.57
GC_GOB_TAXD,KI,2016,32.52,32.52
GC_GOB_TAXD,KI,2017,26.09,26.09
GC_GOB_TAXD,KI,2018,27.36,27.36
GC_GOB_TAXD,KI,2019,24.3,24.3
GC_GOB_TAXD,KI,2020,26.99,26.99
GC_GOB_TAXD,KI,2021,25.27,25.27
GC_GOB_TAXD,KI,2022,22.93,22.93
GC_GOB_TAXD,KI,2023,19.41,19.41
SL_TLF_MANF,FM,2013,5.1,5.1
SL_TLF_UEM,SB,2012,0,0
SL_EMP_EARN,TO,2018,11.54,11.54
SL_EMP_EARN,TO,2021,6.85,6.85
SL_EMP_EARN,TO,2018,14.56,14.56
SL_EMP_EARN,TO,2021,6.01,6.01
SL_TLF_UEM,WS,2013,3.1,3.1
SI_POV_NAHC,PW,2013,16.6,16.6
SL_TLF_UEM,PW,2013,0.8,0.8
SL_TLF_UEM,VU,2019,0,0
SL_TLF_UEM,TV,2015,25,25
SI_POV_NAHC,MH,2019,5.4,5.4
SL_TLF_UEM,VU,2019,6.55,6.55
SL_TLF_UEM,VU,2020,1.35,1.35
SL_TLF_MANF,NU,2016,0.9,0.9
SL_TLF_UEM,KI,2019,6.6,6.6
SI_POV_NAHC,MH,2019,6.3,6.3
SL_TLF_UEM,VU,2019,8.4,8.4
NY_GDP_PCAP,TO,2000,3.1,3.1
NY_GDP_PCAP,TO,2001,0.9,0.9
NY_GDP_PCAP,TO,2002,3.9,3.9
NY_GDP_PCAP,TO,2003,-0.5,-0.5
NY_GDP_PCAP,TO,2004,-2.5,-2.5
NY_GDP_PCAP,TO,2005,-1,-1
NY_GDP_PCAP,TO,2006,-2.7,-2.7
NY_GDP_PCAP,TO,2007,-2.9,-2.9
NY_GDP_PCAP,TO,2008,4.5,4.5
NY_GDP_PCAP,TO,2009,-5.4,-5.1
NY_GDP_PCAP,TO,2010,0.6,0.6
NY_GDP_PCAP,TO,2011,6.6,6.6
NY_GDP_PCAP,TO,2012,2.5,2.5
NY_GDP_PCAP,TO,2013,-0.8,-0.8
NY_GDP_PCAP,TO,2014,2.4,2.4
NY_GDP_PCAP,TO,2015,1.6,1.6
NY_GDP_PCAP,TO,2016,7.2,7.2
NY_GDP_PCAP,TO,2017,3.4,3.4
NY_GDP_PCAP,TO,2018,0.5,0.5
NY_GDP_PCAP,TO,2019,-0.3,-0.3
NY_GDP_PCAP,TO,2020,1.7,1.7
NY_GDP_PCAP,TO,2021,0.6,0.6
NY_GDP_PCAP,TO,2022,-1.9,-1.9
NY_GDP_PCAP,TO,2023,2.5,2.5
SL_TLF_NEET,KI,2015,46.19,46.19
SL_TLF_NEET,KI,2019,53.46,53.46
SL_TLF_NEET,KI,2020,51.58,51.58
SL_TLF_UEM,WS,2012,8.75,8.75
SL_TLF_UEM,WS,2017,9.4,9.4
SL_TLF_UEM,WS,2022,5.05,5.05
SL_EMP_EARN,WS,2012,4.8,4.8
SL_EMP_EARN,WS,2017,3.8,3.8
SL_EMP_EARN,WS,2022,8.39,8.39
SL_TLF_UEM,KI,2019,0,0
EG_ACS_ELEC,KI,2014,48.1,48.1
EG_ACS_ELEC,KI,2016,84.9,84.9
EG_ACS_ELEC,KI,2017,86.2,86.2
EG_ACS_ELEC,KI,2018,53.9,53.9
EG_ACS_ELEC,KI,2019,90,90
EG_ACS_ELEC,KI,2020,92,92
SI_POV_NAHC,MH,2019,12.4,12.4
SL_TLF_NEET,KI,2019,55.2,55.2
SI_POV_NAHC,SB,2012,14,14
SI_POV_DAY1,PG,2016,12.7,12.7
EG_ACS_ELEC,SB,2015,55.1,55.1
EG_ACS_ELEC,SB,2017,62.9,62.9
EG_ACS_ELEC,SB,2018,66.2,66.2
EG_ACS_ELEC,SB,2019,69.8,69.8
EG_ACS_ELEC,SB,2020,73.3,73.3
SL_TLF_UEM,TV,2015,28.3,28.3
SI_POV_DAY1,FJ,2016,4.83,4.83
SI_POV_NAHC,MH,2019,6.1,6.1
SL_TLF_UEM,FM,2013,22.2,22.2
FB_BNK_ACCSS,WS,2015,40,40
SL_TLF_UEM,SB,2012,0,0
SL_TLF_MANF,PW,2015,2.3,2.3
SL_EMP_EARN,MH,2019,5.54,5.54
SL_TLF_UEM,TO,2021,3.3,3.3
SI_POV_DAY1,SB,2016,6.9,6.9
SL_TLF_NEET,VU,2019,43.7,43.7
SI_POV_NAHC,MH,2019,3.2,3.2
SL_TLF_NEET,PW,2013,13.3,13.3
SI_POV_NAHC,FJ,2019,34.8,34.8
SI_POV_NAHC,SB,2012,12,12
GR_G14_GDP,PG,2000,19.22,19.22
GR_G14_GDP,PG,2001,18.47,18.47
GR_G14_GDP,PG,2002,15.6,15.6
GR_G14_GDP,PG,2014,20.79,20.79
GR_G14_GDP,PG,2015,18.3,18.3
GR_G14_GDP,PG,2016,16.12,16.12
GR_G14_GDP,PG,2017,15.89,15.89
GR_G14_GDP,PG,2018,17.74,17.74
GR_G14_GDP,PG,2019,16.54,16.54
GR_G14_GDP,PG,2020,14.66,14.66
GR_G14_GDP,PG,2021,15.13,15.13
GR_G14_GDP,PG,2022,16.66,16.66
GR_G14_GDP,PG,2023,17.79,17.79
SL_TLF_UEM,KI,2005,41.61,41.61
SL_TLF_UEM,KI,2010,61.83,61.83
SL_TLF_UEM,KI,2015,7.45,7.45
SL_TLF_UEM,KI,2019,24.62,24.62
SL_TLF_UEM,KI,2020,32.55,32.55
GC_GOB_TAXD,MH,2008,22.5,22.5
GC_GOB_TAXD,MH,2009,21.46,21.46
GC_GOB_TAXD,MH,2010,21.86,21.86
GC_GOB_TAXD,MH,2011,22.15,22.15
GC_GOB_TAXD,MH,2012,21.91,21.91
GC_GOB_TAXD,MH,2013,21.54,21.54
GC_GOB_TAXD,MH,2014,22.08,22.08
GC_GOB_TAXD,MH,2015,21.58,21.58
GC_GOB_TAXD,MH,2016,22.21,22.21
GC_GOB_TAXD,MH,2017,21.57,21.57
GC_GOB_TAXD,MH,2018,22.1,22.1
GC_GOB_TAXD,MH,2019,28.39,28.39
GC_GOB_TAXD,MH,2020,26.07,26.07
SL_TLF_NEET,VU,2006,26.18,26.18
SL_TLF_NEET,VU,2009,32.41,32.41
SL_TLF_NEET,VU,2010,36.11,36.11
SL_TLF_NEET,VU,2019,38.7,38.7
SL_TLF_NEET,VU,2020,50.19,50.19
SL_TLF_UEM,FM,2013,29.1,29.1
SL_TLF_UEM,FM,2014,13.88,13.88
SL_EMP_EARN,WS,2012,7.69,7.69
SL_EMP_EARN,WS,2017,6.96,6.96
SL_EMP_EARN,WS,2022,9.4,9.4
SI_POV_DAY1,WS,2002,2,2
SI_POV_DAY1,WS,2008,1,1
SI_POV_DAY1,WS,2013,1,1
SL_TLF_UEM,PG,2010,0.4,0.4
SI_POV_NAHC,KI,2019,18.2,18.2
SL_TLF_NEET,VU,2009,26.3,26.3
SL_TLF_NEET,VU,2019,43.2,43.2
SL_TLF_UEM,SB,2012,1.9,1.9
SI_POV_NAHC,SB,2012,12.5,12.5
SL_TLF_UEM,PW,2013,0,0
SI_POV_NAHC,MH,2019,17.3,17.3
SI_POV_NAHC,KI,2019,33.3,33.3
SL_TLF_NEET,SB,2012,34.3,34.3
SL_TLF_UEM,SB,2012,10.5,10.5
SI_POV_NAHC,MH,2019,22.1,22.1
SL_TLF_UEM,WS,2013,1,1
SI_POV_NAHC,KI,2019,22.2,22.2
SL_TLF_MANF,TO,2016,12.3,12.3
SL_EMP_EARN,CK,2019,8.06,8.06
SI_POV_NAHC,FJ,2019,34.1,34.1
SI_POV_NAHC,SB,2012,12.7,12.7
SL_TLF_UEM,MH,2019,29.4,29.4
SL_TLF_UEM,MH,2019,0.2,0.2
SL_TLF_MANF,NU,2016,5.7,5.7
SL_EMP_EARN,CK,2019,7.88,7.88
SI_POV_NAHC,KI,2019,19.2,19.2
GR_G14_GDP,FJ,2004,22.97,22.97
GR_G14_GDP,FJ,2005,22.21,22.21
GR_G14_GDP,FJ,2006,23.6,23.6
GR_G14_GDP,FJ,2007,20.2,20.2
GR_G14_GDP,FJ,2008,23.54,23.54
GR_G14_GDP,FJ,2009,23.19,23.19
GR_G14_GDP,FJ,2010,22.75,22.75
GR_G14_GDP,FJ,2011,23.7,23.7
GR_G14_GDP,FJ,2012,23.4,23.4
GR_G14_GDP,FJ,2013,23.78,23.78
GR_G14_GDP,FJ,2014,26.12,26.12
GR_G14_GDP,FJ,2015,27.36,27.36
GR_G14_GDP,FJ,2016,26.17,26.17
GR_G14_GDP,FJ,2017,27.52,27.52
GR_G14_GDP,FJ,2018,26.81,26.81
GR_G14_GDP,FJ,2019,25.53,25.53
GR_G14_GDP,FJ,2020,23.62,23.62
GR_G14_GDP,FJ,2021,23.66,23.66
GR_G14_GDP,FJ,2022,21.41,21.41
GR_G14_GDP,FJ,2023,24.19,24.19
GC_GOB_TAXD,WS,2010,69.78,69.78
GC_GOB_TAXD,WS,2011,57.31,57.31
GC_GOB_TAXD,WS,2012,54.53,54.53
GC_GOB_TAXD,WS,2013,65.95,65.95
GC_GOB_TAXD,WS,2014,61.17,61.17
GC_GOB_TAXD,WS,2015,65.98,65.98
GC_GOB_TAXD,WS,2016,76.06,76.06
GC_GOB_TAXD,WS,2017,70.94,70.94
GC_GOB_TAXD,WS,2018,73.34,73.34
GC_GOB_TAXD,WS,2019,79.01,79.01
GC_GOB_TAXD,WS,2020,74.83,74.83
GC_GOB_TAXD,WS,2021,63.62,63.62
SL_TLF_UEM,KI,2015,11.87,11.87
SL_TLF_UEM,KI,2019,8.48,8.48
SL_TLF_UEM,KI,2020,9.9,9.9
SL_TLF_NEET,NR,2013,51.3,51.3
SL_TLF_NEET,NR,2021,48.88,48.88
SL_TLF_UEM,WS,2001,10.63,10.63
SL_TLF_UEM,WS,2011,13.81,13.81
SL_TLF_UEM,WS,2012,15.56,15.56
SL_TLF_UEM,WS,2013,3.4,3.4
SL_TLF_UEM,WS,2014,15.56,15.56
SL_TLF_UEM,WS,2017,13.29,13.29
SL_TLF_UEM,WS,2022,8.28,8.28
SI_POV_DAY1,TO,2009,0.75,0.75
SI_POV_DAY1,TO,2015,2.15,2.15
SI_POV_DAY1,TO,2016,3,3
SI_POV_DAY1,TO,2021,0,0
SL_TLF_UEM,FM,2014,4.04,4.04
SL_TLF_UEM,FJ,2005,5.31,5.31
SL_TLF_UEM,FJ,2011,4.83,4.83
SL_TLF_UEM,FJ,2016,5.71,5.71
SL_EMP_EARN,VU,2010,432.93,348.74922
SL_TLF_UEM,CK,2011,8.41,8.41
SL_TLF_UEM,CK,2019,1.36,1.36
SL_TLF_MANF,SB,2015,6.6,6.6
SI_POV_NAHC,PW,2013,17.5,17.5
SL_TLF_UEM,TO,2021,3.6,3.6
SI_POV_NAHC,VU,2019,24.6,24.6
SL_TLF_UEM,MH,2019,30.41,30.41
SL_TLF_UEM,MH,2021,24.79,24.79
SL_TLF_UEM,WS,2013,0.3,0.3
SI_POV_NAHC,VU,2019,17.1,17.1
SL_TLF_UEM,WS,2013,4.5,4.5
SI_POV_DAY1,FJ,2016,4.88,4.88
SI_POV_NAHC,PW,2013,18.9,18.9
SI_POV_DAY1,KI,2006,13,13
SI_POV_DAY1,KI,2019,2,2
SL_TLF_UEM,VU,2019,3.3,3.3
SI_POV_NAHC,PW,2013,19.3,19.3
SL_TLF_UEM,VU,2019,10.2,10.2
SL_TLF_NEET,MH,2019,42.94,42.94
SL_TLF_NEET,MH,2021,39.97,39.97
SI_POV_NAHC,VU,2019,2.9,2.9
SL_TLF_UEM,MH,2019,4.2,4.2
SL_TLF_UEM,KI,2019,5.9,5.9
SI_POV_NAHC,VU,2019,1.6,1.6
SL_TLF_UEM,SB,2013,0.69,0.69
ST_EEV_ACCSEEA,FJ,2008,2,2
ST_EEV_ACCSEEA,FJ,2009,2,2
ST_EEV_ACCSEEA,FJ,2010,2,2
ST_EEV_ACCSEEA,FJ,2011,2,2
ST_EEV_ACCSEEA,FJ,2012,2,2
ST_EEV_ACCSEEA,FJ,2013,3,3
ST_EEV_ACCSEEA,FJ,2014,3,3
ST_EEV_ACCSEEA,FJ,2015,3,3
ST_EEV_ACCSEEA,FJ,2016,3,3
ST_EEV_ACCSEEA,FJ,2017,3,3
ST_EEV_ACCSEEA,FJ,2018,3,3
ST_EEV_ACCSEEA,FJ,2019,3,3
ST_EEV_ACCSEEA,FJ,2020,3,3
ST_EEV_ACCSEEA,FJ,2021,3,3
ST_EEV_ACCSEEA,FJ,2022,3,3
SI_POV_DAY1,TO,2009,0,0
SI_POV_DAY1,TO,2015,1.48,1.48
SI_POV_DAY1,TO,2021,0,0
SL_TLF_UEM,PW,2000,2.61,2.61
SL_TLF_UEM,PW,2014,1,1
SL_TLF_UEM,PW,2020,0.61,0.61
SL_EMP_EARN,VU,2010,407.85,348.74922
SL_TLF_UEM,KI,2005,14.65,14.65
SL_TLF_UEM,KI,2010,30.58,30.58
SL_TLF_UEM,KI,2015,9.34,9.34
SL_TLF_UEM,KI,2019,8.56,8.56
SL_TLF_UEM,KI,2020,10.97,10.97
SL_TLF_UEM,PW,2000,9.62,9.62
SL_TLF_UEM,PW,2013,4,4
SL_TLF_UEM,PW,2014,5.61,5.61
SL_TLF_UEM,PW,2020,3.26,3.26
SI_POV_DAY1,PG,2009,40,40
SL_TLF_UEM,PG,2010,1.35,1.35
SL_TLF_UEM,PG,2022,2.26,2.26
SL_EMP_EARN,TO,2018,16.14,16.14
SL_EMP_EARN,TO,2021,15.68,15.68
EG_ACS_ELEC,WS,2014,97.6,97.6
EG_ACS_ELEC,WS,2017,96.1,96.1
EG_ACS_ELEC,WS,2018,100,100
EG_ACS_ELEC,WS,2019,99,99
EG_ACS_ELEC,WS,2020,100,100
SL_TLF_UEM,KI,2019,1.9,1.9
EG_ACS_ELEC,PW,2015,99.1,99.1
EG_ACS_ELEC,PW,2017,100,100
EG_ACS_ELEC,PW,2018,100,100
EG_ACS_ELEC,PW,2019,100,100
EG_ACS_ELEC,PW,2020,100,100
SI_POV_NAHC,KI,2019,24.9,24.9
EG_ACS_ELEC,MH,2016,89.1,89.1
EG_ACS_ELEC,MH,2017,91.3,91.3
EG_ACS_ELEC,MH,2018,97,97
EG_ACS_ELEC,MH,2019,100,100
EG_ACS_ELEC,MH,2020,100,100
SL_TLF_UEM,TO,2021,0,0
SI_POV_NAHC,SB,2012,9.4,9.4
SI_POV_NAHC,PW,2013,12.1,12.1
SL_TLF_MANF,CK,2016,3.4,3.4
SL_EMP_EARN,CK,2019,9.92,9.92
SL_TLF_UEM,TO,2017,5.3,5.3
SL_TLF_UEM,TO,2018,1.67,1.67
SL_TLF_UEM,TO,2021,1.39,1.39
SL_TLF_UEM,NR,2021,5.01,5.01
SL_TLF_NEET,TV,2015,38.4,38.4
SL_TLF_NEET,NU,2016,5.9,5.9
SI_POV_NAHC,SB,2012,18.5,18.5
PSD2GDP,FJ,2014,18.8,18.8
PSD2GDP,FJ,2015,17.3,17.3
PSD2GDP,FJ,2016,44,44
PSD2GDP,FJ,2017,43.8,43.8
PSD2GDP,FJ,2018,46.2,46.2
SL_TLF_UEM,SB,2009,2.02,2.02
SL_TLF_UEM,SB,2012,6.3,6.3
SL_TLF_UEM,SB,2013,0.69,0.69
SL_TLF_UEM,SB,2017,26.3,26.3
SL_TLF_UEM,PF,2002,10.61,10.61
SL_TLF_UEM,PF,2007,11,11
SL_TLF_UEM,PF,2017,16.2,16.2
SL_TLF_UEM,PF,2019,10.9,10.9
SL_TLF_UEM,PF,2022,7.6,7.6
SL_EMP_EARN,WS,2012,41.27,41.27
SPC_17_3_1,WS,2000,-1.20681,-1.20681
SPC_17_3_1,WS,2001,1.41459,1.41459
SPC_17_3_1,WS,2002,1.5994,1.5994
SPC_17_3_1,WS,2003,2.7243,2.7243
SPC_17_3_1,WS,2004,7.75734,7.75734
SPC_17_3_1,WS,2005,3.75672,3.75672
SPC_17_3_1,WS,2006,21.85342,21.85342
SPC_17_3_1,WS,2007,6.90561,6.90561
SPC_17_3_1,WS,2008,49.46108,49.46108
SPC_17_3_1,WS,2009,9.60531,9.60531
SPC_17_3_1,WS,2010,0.40851,0.40851
SPC_17_3_1,WS,2011,14.87312,14.87312
SPC_17_3_1,WS,2012,20.88897,20.88897
SPC_17_3_1,WS,2013,13.9595,13.9595
SPC_17_3_1,WS,2014,22.85603,22.85603
SPC_17_3_1,WS,2015,26.81354,26.81354
SPC_17_3_1,WS,2016,2.54978,2.54978
SPC_17_3_1,WS,2017,9.07774,9.07774
SPC_17_3_1,WS,2018,16.72219,16.72219
SPC_17_3_1,WS,2019,1.01933,1.01933
SL_TLF_NEET,FM,2013,39.2,39.2
SI_POV_DAY1,SB,2016,6.6,6.6
EG_ACS_ELEC,TV,2017,97.4,97.4
EG_ACS_ELEC,TV,2018,97.6,97.6
EG_ACS_ELEC,TV,2019,99.5,99.5
EG_ACS_ELEC,TV,2020,99.1,99.1
SL_TLF_MANF,NU,2016,3.9,3.9
FB_BNK_ACCSS,FJ,2017,62.7,62.7
SL_TLF_UEM,FM,2013,5.4,5.4
SL_EMP_EARN,TO,2018,14.27,14.27
SL_EMP_EARN,TO,2021,7.98,7.98
SL_TLF_UEM,TO,2018,1.3,1.3
SI_POV_NAHC,VU,2019,1.6,1.6
SL_TLF_MANF,PW,2015,2.5,2.5
SL_TLF_UEM,PW,2013,0,0
SI_POV_NAHC,PW,2013,23.2,23.2
SI_POV_NAHC,KI,2019,20.2,20.2
SL_EMP_EARN,MH,2019,0,0
SI_POV_NAHC,SB,2012,9.1,9.1
ST_EEV_ACCSEEA,PW,2008,0,0
ST_EEV_ACCSEEA,PW,2009,0,0
ST_EEV_ACCSEEA,PW,2010,0,0
ST_EEV_ACCSEEA,PW,2011,0,0
ST_EEV_ACCSEEA,PW,2012,0,0
ST_EEV_ACCSEEA,PW,2013,0,0
ST_EEV_ACCSEEA,PW,2014,2,2
ST_EEV_ACCSEEA,PW,2015,2,2
ST_EEV_ACCSEEA,PW,2016,2,2
ST_EEV_ACCSEEA,PW,2017,0,0
ST_EEV_ACCSEEA,PW,2018,0,0
ST_EEV_ACCSEEA,PW,2019,0,0
ST_EEV_ACCSEEA,PW,2020,0,0
SL_TLF_UEM,WS,2013,3.2,3.2
SPC_17_3_1,VU,2000,20.2561,20.2561
SPC_17_3_1,VU,2001,18.0043,18.0043
SPC_17_3_1,VU,2002,15.52465,15.52465
SPC_17_3_1,VU,2003,19.73173,19.73173
SPC_17_3_1,VU,2004,25.39583,25.39583
SPC_17_3_1,VU,2005,27.5708,27.5708
SPC_17_3_1,VU,2006,71.32076,71.32076
SPC_17_3_1,VU,2007,56.92224,56.92224
SPC_17_3_1,VU,2008,44.01287,44.01287
SPC_17_3_1,VU,2009,31.71228,31.71228
SPC_17_3_1,VU,2010,59.82214,59.82214
SPC_17_3_1,VU,2011,70.46382,70.46382
SPC_17_3_1,VU,2012,77.58085,77.58085
SPC_17_3_1,VU,2013,-19.36563,-5.1
SPC_17_3_1,VU,2014,-18.1601,-5.1
SPC_17_3_1,VU,2015,29.1201,29.1201
SPC_17_3_1,VU,2016,21.6271,21.6271
SPC_17_3_1,VU,2017,24.3274,24.3274
SPC_17_3_1,VU,2018,38,38
SPC_17_3_1,VU,2019,41,41
SL_TLF_UEM,TV,2015,22.4,22.4
SPC_16_6_1,KI,2008,19.4,19.4
SPC_16_6_1,KI,2009,0.8,0.8
SPC_16_6_1,KI,2010,8.8,8.8
SPC_16_6_1,KI,2011,12.1,12.1
SPC_16_6_1,KI,2012,12.6,12.6
SPC_16_6_1,KI,2013,6.6,6.6
SPC_16_6_1,KI,2014,5.3,5.3
SPC_16_6_1,KI,2015,58.9,58.9
SPC_16_6_1,KI,2016,16.9,16.9
SPC_16_6_1,KI,2017,61.7,61.7
SPC_16_6_1,KI,2018,-7.5,-5.1
SPC_16_6_1,KI,2019,22.5,22.5
SPC_16_6_1,KI,2020,-17.9,-5.1
SPC_16_6_1,KI,2021,4.9,4.9
SPC_16_6_1,KI,2022,0.8,0.8
SI_POV_DAY1,FJ,2013,1.4,1.4
SI_POV_DAY1,FJ,2019,1.3,1.3
SL_TLF_NEET,FJ,2005,32.9,32.9
SL_TLF_NEET,FJ,2011,27.7,27.7
SL_TLF_NEET,FJ,2014,27.3,27.3
SL_TLF_NEET,FJ,2016,29.6,29.6
SI_POV_NAHC,MH,2019,4.3,4.3
SL_TLF_UEM,MH,2019,5.3,5.3
SL_TLF_UEM,MH,2021,8.06,8.06
SL_TLF_NEET,TV,2015,46.4,46.4
SL_TLF_NEET,TV,2016,23.3,23.3
SI_POV_NAHC,PW,2013,23.2,23.2
SL_TLF_UEM,TV,2015,38.4,38.4
SL_TLF_UEM,TV,2016,9.83,9.83
SL_TLF_UEM,TV,2017,52.82,52.82
SL_TLF_UEM,TV,2022,18.92,18.92
SPC_1_2_2,TO,2016,33,33
SL_TLF_NEET,TO,2021,12.9,12.9
SL_TLF_UEM,MH,2019,4.8,4.8
SL_TLF_UEM,MH,2021,7.26,7.26
EG_ACS_ELEC,TO,2016,98.7,98.7
EG_ACS_ELEC,TO,2017,99.9,99.9
EG_ACS_ELEC,TO,2018,99.9,99.9
EG_ACS_ELEC,TO,2020,100,100
SL_TLF_UEM,PW,2015,1.4,1.4
SI_POV_DAY1,SB,2016,6.5,6.5
SI_POV_NAHC,TV,2010,24.8,24.8
SL_TLF_NEET,WS,2013,26.4,26.4
SL_TLF_UEM,KI,2015,11.3,11.3
SL_TLF_UEM,KI,2019,6.06,6.06
SL_TLF_UEM,KI,2020,5.59,5.59
GR_G14_GDP,SB,2011,33.26,33.26
GR_G14_GDP,SB,2012,34,34
GR_G14_GDP,SB,2013,45.35,45.35
GR_G14_GDP,SB,2014,41.97,41.97
GR_G14_GDP,SB,2015,42.27,42.27
GR_G14_GDP,SB,2016,36.05,36.05
GR_G14_GDP,SB,2017,38.11,38.11
GR_G14_GDP,SB,2018,36.3,36.3
GR_G14_GDP,SB,2019,34.08,34.08
GR_G14_GDP,SB,2020,37.95,37.95
GR_G14_GDP,SB,2021,34.87,34.87
GR_G14_GDP,SB,2022,27.31,27.31
SL_TLF_UEM,PW,2000,3.12,3.12
SL_TLF_UEM,PW,2005,3.73,3.73
SL_TLF_UEM,PW,2013,0.7,0.7
SL_TLF_UEM,PW,2014,1.06,1.06
SL_TLF_UEM,PW,2020,0.58,0.58
SL_TLF_UEM,KI,2005,18.24,18.24
SL_TLF_UEM,KI,2010,34.09,34.09
SL_TLF_UEM,KI,2015,5.64,5.64
SL_TLF_UEM,KI,2019,8.67,8.67
SL_TLF_UEM,KI,2020,12.34,12.34
SL_TLF_NEET,PG,2010,32.27,32.27
SL_TLF_NEET,PG,2022,24.39,24.39
SL_TLF_UEM,VU,2009,4.58,4.58
SL_TLF_UEM,VU,2019,5.71,5.71
SL_TLF_UEM,VU,2020,4.12,4.12
SI_POV_DAY1,SB,2012,4,4
SI_POV_DAY1,SB,2013,3.5,3.5
SL_TLF_NEET,CK,2016,14.3,14.3
SL_TLF_NEET,CK,2019,8.55,8.55
SPC_16_6_1,FJ,2007,94.5,94.5
SPC_16_6_1,FJ,2008,94.4,94.4
SPC_16_6_1,FJ,2009,93.5,93.5
SPC_16_6_1,FJ,2010,95.3,95.3
SPC_16_6_1,FJ,2011,96.9,96.9
SPC_16_6_1,FJ,2012,100.6,100.6
SPC_16_6_1,FJ,2013,93.2,93.2
SPC_16_6_1,FJ,2014,94.4,94.4
SPC_16_6_1,FJ,2015,88.8,88.8
SPC_16_6_1,FJ,2016,51.4,51.4
SPC_16_6_1,FJ,2017,84,84
SPC_16_6_1,FJ,2018,85.9,85.9
SPC_16_6_1,FJ,2019,77.4,77.4
SPC_16_6_1,FJ,2020,94.8,94.8
SI_POV_NAHC,MH,2019,5.5,5.5
SL_TLF_UEM,WS,2013,0,0
SI_POV_NAHC,PW,2013,22.6,22.6
SL_TLF_UEM,SB,2012,5.2,5.2
SL_TLF_UEM,WS,2013,2,2
SI_POV_DAY1,PG,2016,18.3,18.3
SL_TLF_UEM,VU,2019,5.4,5.4
BX_TRF_PWKR,SB,1999,0.48,0.48
BX_TRF_PWKR,SB,2000,1.03,1.03
BX_TRF_PWKR,SB,2001,1.11,1.11
BX_TRF_PWKR,SB,2002,0.93,0.93
BX_TRF_PWKR,SB,2003,0.93,0.93
BX_TRF_PWKR,SB,2004,1.86,1.86
BX_TRF_PWKR,SB,2005,1.3,1.3
BX_TRF_PWKR,SB,2006,1.74,1.74
BX_TRF_PWKR,SB,2007,1.82,1.82
BX_TRF_PWKR,SB,2008,1.18,1.18
BX_TRF_PWKR,SB,2009,1.55,1.55
BX_TRF_PWKR,SB,2010,1.59,1.59
BX_TRF_PWKR,SB,2011,1.59,1.59
BX_TRF_PWKR,SB,2012,1.75,1.75
BX_TRF_PWKR,SB,2013,1.61,1.61
BX_TRF_PWKR,SB,2014,1.22,1.22
BX_TRF_PWKR,SB,2015,1.42,1.42
BX_TRF_PWKR,SB,2016,1.47,1.47
BX_TRF_PWKR,SB,2017,1.11,1.11
BX_TRF_PWKR,SB,2018,1.23,1.23
BX_TRF_PWKR,SB,2019,1.57,1.57
BX_TRF_PWKR,SB,2020,1.79,1.79
BX_TRF_PWKR,SB,2021,3.35,3.35
BX_TRF_PWKR,SB,2022,5.18,5.18
